,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms
142,143,143,"Rari - feat. Paky, Shiva",Tedua,358715,24UaUs34XY2PDek7j0OEgg,0.776,0.853,4,-5.06,0,0.428,0.078,0,0.0821,0.29,90.227,4,133963
143,144,144,Ostia Lido,J-AX,356213,5yhIKv3jX8K7jcMjN8wmO0,0.893,0.838,9,-2.826,1,0.215,0.0838,0,0.117,0.645,108.944,4,173267
144,145,145,L'ERBA VOGLIO (Geordie) (feat. Emis Killa),Lazza,355337,1WRgbuNG32lNaEvK5hEAgy,0.691,0.733,5,-5.228,0,0.0452,0.0832,0,0.12,0.328,89.963,4,153173
145,146,146,Dilemme (with tha Supreme & Mara Sattei),Lous and The Yakuza,354746,1Whf2ZaesM1gXlU0z3Fslt,0.859,0.54,5,-6.775,0,0.0825,0.0329,0,0.0976,0.554,145.02,4,231333
146,147,147,BRAVI A CADERE - I polmoni,Marracash,351231,3me7fQdjgO8NHscb3xPaBa,0.608,0.693,5,-5.676,0,0.103,0.163,0,0.104,0.276,95.005,4,200214
147,148,148,ANSIA NO,FSK SATELLITE,345961,2yuYI5NFhevxa05se7Qht9,0.823,0.678,1,-6.664,1,0.56,0.153,0,0.218,0.706,160.133,4,148500
148,149,149,Sangria (feat. Astol),Emma Muscat,340564,5AxfollP1UH3X0MWNaS1zP,0.771,0.737,0,-4.735,0,0.0377,0.207,0,0.14,0.809,122.015,4,181475
149,150,150,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,336974,2fkVZYFv9hOejIsLzZy8ad,0.755,0.501,1,-9.551,1,0.189,0.0867,1.45e-06,0.146,0.267,134.998,4,186213
150,151,151,Stu core t'apparten,Rocco Hunt,335672,3nhAgjyrfUUCNDMZHx6LCa,0.536,0.551,8,-6.831,0,0.421,0.361,0,0.0952,0.471,158.987,4,149910
151,152,152,Mama Africa,Bracket,334587,5fobKrmWA5owgI5u8EcXSs,0.843,0.924,8,-2.91,0,0.285,0.288,0,0.112,0.78,127.039,4,201828
152,153,153,12-0 PM,Vegas Jones,334230,2iN095llUHOeKmdDPjJtsG,0.801,0.652,10,-8.159,1,0.0581,0.111,0.00149,0.304,0.266,114.024,4,130526
153,154,154,Don't Start Now,Dua Lipa,332807,3PfIrDoz19wz7qK7tYeu62,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,4,183290
154,155,155,Nera,Irama,327999,6Lc0La3OwOmAouQjbID4uX,0.767,0.819,0,-5.114,1,0.105,0.136,0,0.165,0.799,133.997,4,174147
155,156,156,Party Girl,StaySolidRocky,326379,3IJYUaN3tx04S4TYyZHKoP,0.735,0.444,6,-9.476,0,0.0973,0.58,0,0.091,0.684,130.09,4,147797
156,157,157,Polo nord - C+N Progressive Mix,Massimo Pericolo,326055,1Wbc0N0X1zkFqnKGcj8Quh,0.645,0.895,6,-4.786,1,0.0347,0.00619,0.00297,0.261,0.174,126.011,4,249304
157,158,158,SICKO MODE,Travis Scott,325951,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4,312820
158,159,159,Per Un Milione,Boomdabash,325180,5L1HQLXeih82ecmY0tOH7w,0.741,0.744,7,-4.099,0,0.0472,0.103,0,0.0852,0.898,85.987,4,174616
159,160,160,Vittoria,Geolier,318266,1UXxn0MttiWXj0GyDgckFw,0.506,0.517,7,-10.741,0,0.195,0.484,0,0.133,0.181,99.682,4,176400
160,161,161,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Charlie Charles,317691,45zJRuzK9e6AO527NOW7Fy,0.775,0.661,6,-6.178,0,0.183,0.0261,2.09e-05,0.112,0.467,112.029,4,190700
161,162,162,Guapo (feat.Geolier),Anna Tatangelo,317319,5nkCfnvuRmqXofZLfJcbXa,0.864,0.416,5,-8.22,0,0.0706,0.179,0,0.103,0.685,130.06,4,166920
162,163,163,Playa,Baby K,315447,7bBIBrSmHvdMlTC7b9p8Vq,0.837,0.577,2,-5.854,1,0.168,0.0403,0,0.0721,0.73,109.904,4,192000
163,164,164,Bando,ANNA,314552,0kzGjSRHGVcaWxagzQwAyD,0.97,0.739,10,-4.917,0,0.295,0.155,0,0.111,0.414,120.061,4,168000
164,165,165,HIGHEST IN THE ROOM,Travis Scott,313685,3eekarcy7kvN4yt5ZFzltW,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4,175721
165,166,166,Morto Dentro,Ernia,312478,1H9PaGk1HDQGE4Zl9vDCNf,0.739,0.799,11,-3.965,0,0.0563,0.14,1.1e-06,0.103,0.368,95.018,4,194526
166,167,167,Non spegnere la musica,Ludwig,310277,3HgDojnZf20hPOsuPRyGNU,0.862,0.934,6,-3.301,1,0.0751,0.0662,0,0.217,0.933,127.99,4,157889
167,168,168,SCACCIACANI - feat. Massimo Pericolo - prod. Crookers & Nic Sarno,Ketama126,306470,1T4Q9sLfxlFP4EMvedo8p3,0.648,0.625,7,-4.371,0,0.0417,0.262,0,0.129,0.436,134.049,4,219947
168,169,169,È sempre bello,Coez,306233,6IdiuMw1FSAvU3e6bgWQVX,0.692,0.63,8,-6.792,1,0.164,0.0732,0,0.0865,0.499,110.919,5,203872
169,170,170,Ferma A Guardare,Ernia,306067,2UJFzqzkU6eByT6tdi2iLf,0.552,0.788,9,-6.333,0,0.11,0.423,0,0.148,0.51,162.037,4,193500
170,171,171,Guerra E Pace,PSICOLOGI,305140,2puGJHRifrmNO7gTAeWm0z,0.627,0.363,11,-12.629,1,0.0332,0.467,0,0.14,0.299,120.149,4,165000
171,172,172,I Miss You,GELO,304858,5yTqoZ6nhOv21jNHFfwsBV,0.745,0.402,0,-13.123,0,0.0927,0.6,0,0.103,0.557,139.98,4,178317
172,173,173,Riccione,Thegiornalisti,304672,6RiprjTTheMrJ2ypJxz3H4,0.594,0.905,7,-4.921,0,0.0851,0.0127,0,0.0514,0.559,109.928,4,196861
173,174,174,"PAROLA - feat. Lazza, Emis Killa",Giaime,303216,4XxQOwmNM0DF3bKafSJBNw,0.722,0.747,4,-7.028,0,0.0792,0.311,0.000821,0.112,0.477,164.092,4,203415
174,175,175,Someone You Loved,Lewis Capaldi,301440,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4,182161
175,176,176,AMIRI BOYS (feat. Capo Plaza),Dark Polo Gang,300842,336EcNskIVcF8deRT8m1zY,0.62,0.648,8,-5.673,1,0.505,0.062,0,0.109,0.515,89.995,4,155027
176,177,177,Festa,PSICOLOGI,299851,5ZEFqQ8hVGdyMxddxu8Pa3,0.695,0.558,5,-9.516,1,0.178,0.641,0,0.104,0.762,149.094,4,162074
177,178,178,Non Avere Paura,Tommaso Paradiso,298813,1qMx707PFdFXdwLvcUTNz3,0.568,0.678,0,-6.185,1,0.0366,0.428,0,0.107,0.241,104.992,4,247478
178,179,179,"Fuego (with Geolier & Lele Blade) - Prod. Poison Beatz, Tom Trigger",Neves17,296617,6XPYGFacwZAtmoSVi9m4eT,0.657,0.54,9,-8.12,1,0.133,0.00551,1.38e-05,0.0803,0.255,150.097,4,176000
179,180,180,El Party,Jake La Furia,295023,19LRRuiMQ8a9jhqSf8jVip,0.672,0.804,6,-5.746,0,0.0344,0.00387,0,0.0577,0.57,123.986,4,211418
180,181,181,YOSHI (feat. Fabri Fibra) - prod. Strage,MACHETE,294694,3Hh0ZcGIqIkSiJVZGLcVLx,0.751,0.66,8,-6.24,1,0.348,0.228,0,0.0827,0.634,166.809,4,211995
181,182,182,Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,294434,6h5nbfvIJHRNH3oGrNWJwn,0.841,0.62,1,-6.91,1,0.0959,0.0584,0,0.0988,0.519,98.023,4,188401
182,183,183,Oh Cacchio,Leon Faun,293507,10y452DRiLSzDQAcX2Ek2j,0.796,0.69,7,-11.431,1,0.319,0.235,0,0.154,0.604,100.131,4,129625
183,184,184,Viceversa,Francesco Gabbani,292745,04ldF8QeASSyJLMtZJJfqA,0.529,0.717,4,-4.776,1,0.0336,0.0348,0,0.0751,0.551,147.84,4,215267
184,185,185,RITMO (Bad Boys For Life),Black Eyed Peas,291533,4NCsrTzgVfsDo8nWyP8PPc,0.723,0.704,10,-7.088,0,0.0571,0.0259,0.00109,0.792,0.684,105.095,4,214935
185,186,186,"SPORT + muscoli (RMX) (feat. Lazza, Paky, Luchè & Taxi B)",Marracash,289879,7srDOLMwjMC07Dzs7mqCnv,0.851,0.744,10,-5.276,0,0.286,0.324,0,0.309,0.436,125.068,4,286703
186,187,187,POLKA,Rosa Chemical,287615,6hcUMWNYcoRygbg7cdxrZL,0.786,0.717,11,-5.465,1,0.176,0.276,0,0.266,0.829,129.899,4,170851
187,188,188,Autostima,PSICOLOGI,286068,5qf1k7zubHxjR3uinHmIKg,0.475,0.618,0,-7.928,1,0.209,0.673,0,0.0826,0.285,71.551,4,148205
188,189,189,Fai rumore,Diodato,285860,5fQdJRMCHmIlYRC7s3y5GR,0.417,0.625,6,-6.055,1,0.0366,0.218,0,0.0805,0.144,143.358,4,216140
189,190,190,Tutto Questo Sei Tu,Ultimo,284864,2JbPEAf12Ju2CxSIoZC89d,0.45,0.514,2,-5.571,1,0.0277,0.444,0,0.112,0.421,161.973,3,245053
190,191,191,90MIN,Salmo,282863,3Ls9yKzshQye18Tx2AvOb6,0.549,0.765,1,-5.138,1,0.309,0.0253,0,0.855,0.513,122.002,4,231920
191,192,192,THE SCOTTS,THE SCOTTS,282832,39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,0,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979,4,165978
192,193,193,m12ano - feat. Mara Sattei,tha Supreme,278701,0LfMuWu6FKNSDHEoxHu9iK,0.577,0.514,2,-6.407,1,0.0392,0.0431,3.22e-05,0.0843,0.479,64.822,4,188427
193,194,194,Piccola Stella,Ultimo,277466,6sLBJkMyZIkGevtpYgeotT,0.487,0.465,2,-8.019,1,0.0474,0.341,0,0.111,0.288,179.907,3,232667
194,195,195,Vivo,Ernia,277454,7wv8GkrBxS7S5LguyBP9hA,0.76,0.709,1,-6.956,0,0.209,0.0438,0.00016,0.0837,0.444,139.905,4,215143
195,196,196,Falling,Trevor Daniel,277016,2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.087,4,159382
196,197,197,Allora ciao,Shade,276769,5mtMuoCiBExgzH8SOdXyNB,0.6,0.649,5,-7.443,1,0.09,0.11,0,0.116,0.747,155.875,4,166254
197,198,198,Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,276038,4KilYheWwxakB1L43ECTeP,0.795,0.634,5,-8.771,0,0.142,0.0889,0,0.0874,0.39,97.512,4,164302
198,199,199,Rozzi,Paky,275713,3Y00k9cPoW8BnJesUEFoWn,0.874,0.487,9,-9.806,1,0.312,0.103,2.72e-06,0.103,0.724,131.088,4,163053
199,200,200,Il sudore ci appiccica,Francesco Gabbani,275267,0dkjalT3ItjZJtLFO6eddL,0.724,0.906,0,-4.43,1,0.0533,0.0407,0,0.312,0.816,114.028,4,185067
