,Unnamed: 0,Unnamed: 0.1,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre,release date
55,55,55,56,56,Physical,Dua Lipa,506678,3AzjcOeAmA57TIOr9zF1ZW,0.647,0.8440000000000001,0,-3.756,1,0.0457,0.0137,0.0006580000000000001,0.102,0.746,146.967,4,193829,Pop,2020-03-27
56,56,56,57,57,Ma lo vuoi capire?,Tommaso Paradiso,505718,4Veqf07wBQY58QVqNGA1M7,0.429,0.7040000000000001,0,-5.093,1,0.0518,0.00146,1.05e-06,0.126,0.51,164.13,4,241378,Pop,2020-04-16
57,57,57,58,58,Marymango (feat. tha Supreme),Ghali,505108,47vSu4hr01kEXnCeCt08Au,0.477,0.755,10,-5.7810000000000015,0,0.163,0.0351,0.0,0.1,0.586,81.283,4,204984,Hip-Hop/Rap,2020-05-01
58,58,58,59,59,Domani ci passa,Ludwig,491543,3elLXGwE5zaREuOzWdlRJ2,0.708,0.736,11,-4.391,1,0.0398,0.0399,0.0,0.448,0.7490000000000001,129.959,4,145463,Dance,2019-04-05
59,59,59,60,60,Ora che ti guardo bene,Gazzelle,486414,25rH6l9UjJaLu4Ckxku8XT,0.672,0.464,0,-5.7570000000000014,1,0.0407,0.217,0.000129,0.103,0.289,79.99600000000002,4,172836,Alternative,2020-04-15
60,60,60,61,61,Facce finte (feat. Gianni Bismark) - prod. Strage,Dani Faiv,483827,5fSjNnNRnLGasAY4lTPaLc,0.851,0.569,9,-4.86,0,0.181,0.423,0.0,0.0703,0.782,152.967,4,166301,Hip-Hop/Rap,2020-04-30
61,61,61,62,62,"Cracovia, Pt. 3",Il Tre,476767,18dt6tNw8hpNUdthOJf0lI,0.657,0.816,4,-6.042000000000002,0,0.297,0.48,0.0,0.147,0.205,160.173,4,174750,Hip-Hop/Rap,2019-09-03
62,62,62,63,63,The Box,Roddy Ricch,473108,0nbXyq5TXYPCO7pr3N8S4I,0.8959999999999999,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,4,196653,Hip-Hop/Rap,2019-12-06
63,63,63,64,64,Tutto Questo Sei Tu,Ultimo,452080,2JbPEAf12Ju2CxSIoZC89d,0.45,0.514,2,-5.5710000000000015,1,0.0277,0.444,0.0,0.112,0.421,161.97299999999996,3,245053,Pop,2019-12-13
64,64,64,65,65,Che Poi,Carl Brave,445304,55BfNKdOeu77gxPB0UGnAw,0.764,0.774,6,-5.301,1,0.0594,0.189,0.0,0.107,0.614,110.09,4,188182,Pop,2020-01-22
65,65,65,66,66,Super - prod. Strage,Dani Faiv,444296,5klihR8aWapvbIQVUIz9hE,0.56,0.514,1,-8.238,0,0.278,0.667,0.0,0.0995,0.513,85.07,4,207356,Hip-Hop/Rap,2020-04-30
66,66,66,67,67,Lento,Boro Boro,438721,0iRKVjfQzpr41T3WsU7shl,0.6509999999999999,0.8640000000000001,8,-5.799,0,0.225,0.378,0.0,0.227,0.812,181.936,4,162363,Hip-Hop/Rap,2019-06-07
67,67,67,68,68,Tikibombom,Levante,433227,4JNT4VElmvNmJaQUhwPzg9,0.472,0.604,4,-4.9,0,0.0784,0.0272,0.0,0.0865,0.353,171.928,4,203133,Pop,2020-02-06
68,68,68,69,69,Blueberry Faygo,Lil Mosey,430386,22LAwLoDA5b4AaGSkg6bKW,0.774,0.5539999999999999,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,4,162547,Hip-Hop/Rap,2020-02-06
69,69,69,70,70,Someone You Loved,Lewis Capaldi,429863,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.6789999999999985,1,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,4,182161,Alternative,2019-05-17
70,70,70,71,71,Il Passo (feat. Samurai Jay),MamboLosco,426516,5DeyCr1ZPOLBYFwHOqn6Lv,0.893,0.477,9,-8.195,1,0.245,0.05,0.0,0.308,0.476,124.008,4,165582,Hip-Hop/Rap,2020-04-23
71,71,71,72,72,"PAROLA - feat. Lazza, Emis Killa",Giaime,424516,4XxQOwmNM0DF3bKafSJBNw,0.722,0.747,4,-7.028,0,0.0792,0.311,0.0008210000000000001,0.112,0.477,164.092,4,203415,Hip-Hop/Rap,2020-04-09
72,72,72,73,73,Sunday Best,Surfaces,421839,1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832000000000002,1,0.0578,0.183,0.0,0.0714,0.6940000000000001,112.022,4,158571,Pop,2019-01-06
73,73,73,74,74,Andromeda,Elodie,418179,4iceKk4reL0vg2yDwXxQNF,0.535,0.698,8,-5.334,0,0.103,0.0208,0.0,0.113,0.54,121.755,4,202400,Hip-Hop/Rap,2020-02-05
74,74,74,75,75,Stu core t'apparten,Rocco Hunt,413869,3nhAgjyrfUUCNDMZHx6LCa,0.536,0.551,8,-6.831,0,0.421,0.361,0.0,0.0952,0.471,158.987,4,149910,Hip-Hop/Rap,2019-08-30
75,75,75,76,76,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,409293,2fkVZYFv9hOejIsLzZy8ad,0.755,0.501,1,-9.551,1,0.189,0.0867,1.45e-06,0.146,0.267,134.998,4,186213,Hip-Hop/Rap,2018-11-09
76,76,76,77,77,Calmo - feat. tha Supreme,Shiva,407767,6A5qLjVbEC2vNlu17tsExI,0.579,0.8240000000000001,7,-5.356,1,0.29600000000000004,0.0722,0.0,0.259,0.477,165.854,4,151084,Hip-Hop/Rap,2020-01-23
77,77,77,78,78,ROXANNE,Arizona Zervas,402228,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.6160000000000005,0,0.14800000000000002,0.0522,0.0,0.46,0.457,116.735,5,163636,Hip-Hop/Rap,2019-10-10
78,78,78,79,79,RITMO (Bad Boys For Life),Black Eyed Peas,400869,6cy3ki60hLwimwIje7tALf,0.721,0.716,10,-7.037000000000001,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,4,221714,Pop,2019-10-12
79,79,79,80,80,Non Avere Paura,Tommaso Paradiso,399868,1qMx707PFdFXdwLvcUTNz3,0.568,0.6779999999999999,0,-6.185,1,0.0366,0.428,0.0,0.107,0.241,104.992,4,247478,Pop,2019-09-25
80,80,80,81,81,JAMBO,Takagi & Ketra,398804,4H5arInh2BLVz94mIibTrv,0.74,0.777,7,-5.425,0,0.163,0.0399,0.0,0.0835,0.767,129.98,4,157024,Pop,2019-05-24
81,81,81,82,82,Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,393332,4KilYheWwxakB1L43ECTeP,0.795,0.634,5,-8.771,0,0.142,0.0889,0.0,0.0874,0.39,97.512,4,164302,Hip-Hop/Rap,2019-10-03
82,82,82,83,83,"SPORT + muscoli (RMX) (feat. Lazza, Paky, Luchè & Taxi B)",Marracash,391336,7srDOLMwjMC07Dzs7mqCnv,0.851,0.7440000000000001,10,-5.276,0,0.28600000000000003,0.324,0.0,0.309,0.436,125.068,4,286703,Hip-Hop/Rap,2020-03-27
83,83,83,84,84,"Fuego (with Geolier & Lele Blade) - Prod. Poison Beatz, Tom Trigger",Neves17,391004,6XPYGFacwZAtmoSVi9m4eT,0.657,0.54,9,-8.12,1,0.133,0.00551,1.3800000000000003e-05,0.0803,0.255,150.097,4,176000,Hip-Hop/Rap,2020-01-28
84,84,84,85,85,Savage,Megan Thee Stallion,385836,55CHeLEfn5iJ0IIkgaa4si,0.843,0.741,11,-5.609,1,0.334,0.0252,0.0,0.096,0.68,168.983,4,155497,Hip-Hop/Rap,2020-03-06
85,85,85,86,86,Mambo Salentino,Boomdabash,384539,7piIo15vVy3ULGXSpFs5xc,0.906,0.662,3,-6.707000000000002,0,0.319,0.248,0.0,0.067,0.863,100.035,4,155414,Pop,2019-06-07
86,86,86,87,87,La hit dell'estate,Shade,380766,443cnFF139Ql85enXOTWEu,0.758,0.8340000000000001,6,-4.86,0,0.0997,0.271,0.0,0.0942,0.638,119.963,4,188375,Hip-Hop/Rap,2019-06-18
87,87,87,88,88,Piccola Stella,Ultimo,379855,6sLBJkMyZIkGevtpYgeotT,0.487,0.465,2,-8.019,1,0.0474,0.341,0.0,0.111,0.28800000000000003,179.907,3,232667,Pop,2019-04-05
88,88,88,89,89,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Charlie Charles,378220,45zJRuzK9e6AO527NOW7Fy,0.775,0.6609999999999999,6,-6.178,0,0.183,0.0261,2.09e-05,0.112,0.467,112.029,4,190700,R&B/Soul,2019-04-26
89,89,89,90,90,SCACCIACANI - feat. Massimo Pericolo - prod. Crookers & Nic Sarno,Ketama126,374776,1T4Q9sLfxlFP4EMvedo8p3,0.648,0.625,7,-4.371,0,0.0417,0.262,0.0,0.129,0.436,134.049,4,219947,Hip-Hop/Rap,2019-10-18
90,90,90,91,91,Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,374696,6h5nbfvIJHRNH3oGrNWJwn,0.841,0.62,1,-6.91,1,0.0959,0.0584,0.0,0.0988,0.519,98.023,4,188401,R&B/Soul,2019-10-25
91,91,91,92,92,È sempre bello,Coez,371224,6IdiuMw1FSAvU3e6bgWQVX,0.6920000000000001,0.63,8,-6.792000000000002,1,0.16399999999999998,0.0732,0.0,0.0865,0.499,110.919,5,203872,Pop,2019-03-29
92,92,92,93,93,Soldi in Nero - feat. Sfera Ebbasta,Shiva,370804,1Xm2e1vDwOMeJJioWuG1s7,0.748,0.662,6,-4.832,0,0.285,0.149,0.0,0.17,0.34600000000000003,157.918,4,183797,Hip-Hop/Rap,2019-11-28
93,93,93,94,94,Ostia Lido,J-AX,368368,4WJ1fu0RntmhYGkP9IWTVL,0.8740000000000001,0.7859999999999999,9,-5.723,1,0.18600000000000005,0.114,0.0,0.108,0.688,108.944,4,172945,Hip-Hop/Rap,2020-01-24
94,94,94,95,95,El Efecto,Rauw Alejandro,365454,4SJHHpKhcuXwDsCsPqshXj,0.8490000000000001,0.7809999999999999,0,-4.635,0,0.159,0.406,0.0,0.0801,0.893,84.041,4,217143,Urbano latino,2019-03-15
95,95,95,96,96,YOSHI (feat. Fabri Fibra) - prod. Strage,MACHETE,364286,3Hh0ZcGIqIkSiJVZGLcVLx,0.7509999999999999,0.66,8,-6.24,1,0.348,0.228,0.0,0.0827,0.634,166.80900000000003,4,211995,Hip-Hop/Rap,2019-07-05
96,96,96,97,97,Say So,Doja Cat,362716,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.6729999999999999,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.7859999999999999,110.962,4,237893,R&B/Soul,2019-11-07
97,97,97,98,98,Lose Control,MEDUZA,360881,7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10,-8.658999999999999,0,0.0415,0.129,0.0,0.14,0.529,123.935,4,168387,Dance,2019-10-11
98,98,98,99,99,Polo nord - C+N Progressive Mix,Massimo Pericolo,359443,1Wbc0N0X1zkFqnKGcj8Quh,0.645,0.895,6,-4.7860000000000005,1,0.0347,0.00619,0.00297,0.261,0.174,126.011,4,249304,Hip-Hop/Rap,2019-09-27
99,99,99,100,100,Oggi no - prod. Strage,Dani Faiv,358631,2iZXmmI4HHKSZiyrsnvN9f,0.916,0.5720000000000001,8,-5.336,1,0.165,0.348,6.51e-06,0.0693,0.909,117.028,4,148380,Hip-Hop/Rap,2020-04-30
100,100,100,101,101,Supalonely,BENEE,355461,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.8170000000000001,128.977,4,223480,Alternative,2019-11-15
101,101,101,102,102,Bossoli,Shiva,355272,5mn8bU8IjYqr8ZqTDmLtSO,0.825,0.655,5,-8.475,0,0.255,0.436,0.0,0.138,0.8,145.045,3,178759,Hip-Hop/Rap,2019-09-05
102,102,102,103,103,Arrogante,Irama,355089,14lgKkkbNsJl9fItqnEfpV,0.722,0.772,11,-5.71,1,0.0458,0.154,0.0,0.337,0.687,102.009,4,196471,Pop,2019-05-24
103,103,103,104,104,Margarita (con Marracash),Elodie,354973,0nuoIoKRckjudWUPWezzz6,0.816,0.782,11,-5.283,0,0.0929,0.104,0.0,0.0526,0.7979999999999999,95.983,4,177213,Pop,2020-02-05
104,104,104,105,105,Me ne frego,Achille Lauro,353642,1MF3gav7PNaNkv7ohlBKBD,0.5589999999999999,0.911,4,-4.8210000000000015,1,0.108,0.00615,0.0,0.159,0.456,136.935,4,221438,Hip-Hop/Rap,2020-02-05
105,105,105,106,106,Mon Fre - feat. Emis Killa,Shiva,348983,4dDMgEj5GpBTI1lvVlYPu7,0.841,0.821,6,-3.802,1,0.234,0.0791,0.0,0.172,0.545,106.003,4,224151,Hip-Hop/Rap,2019-07-19
106,106,106,107,107,Per Un Milione,Boomdabash,345611,5L1HQLXeih82ecmY0tOH7w,0.741,0.7440000000000001,7,-4.099,0,0.0472,0.103,0.0,0.0852,0.898,85.98700000000002,4,174616,Pop,2019-02-08
107,107,107,108,108,BUTTERFLY EFFECT,Travis Scott,344318,6xcJyGpfZbuuiequtnlKt4,0.764,0.628,11,-5.851,1,0.0503,0.053,0.0,0.114,0.196,140.963,4,190557,Hip-Hop/Rap,2018-08-02
108,108,108,109,109,MITRA,Sapobully,344283,1sTdhkO7yde0DZc5F9cUMs,0.7809999999999999,0.8390000000000001,4,-5.93,0,0.17,0.0573,0.00102,0.0974,0.421,96.045,4,135000,Hip-Hop/Rap,2020-04-23
109,109,109,110,110,Barrio,Mahmood,341455,1MCSc1ZxlwV5muFXKocAnW,0.804,0.7020000000000001,11,-6.553,0,0.07200000000000001,0.0582,0.0,0.11,0.575,122.027,4,165246,Pop,2019-08-30
110,110,110,111,111,ROCKSTAR (feat. Roddy Ricch),DaBaby,339214,7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.16399999999999998,0.247,0.0,0.101,0.4970000000000001,89.977,4,181733,Hip-Hop/Rap,2020-04-17
111,111,111,112,112,m12ano - feat. Mara Sattei,tha Supreme,336933,0LfMuWu6FKNSDHEoxHu9iK,0.5770000000000001,0.514,2,-6.407,1,0.0392,0.0431,3.2200000000000003e-05,0.0843,0.479,64.822,4,188427,Hip-Hop/Rap,2019-11-15
